"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
05/02/2025 20:56,24.00,97.00,71.55,0.84,0.00,1006.50,24.50,0.55
05/02/2025 20:57,24.00,97.00,151.50,0.88,0.00,1006.50,24.48,0.06
05/02/2025 20:58,24.00,97.00,45.75,1.15,0.00,1006.50,24.50,0.19
05/02/2025 20:59,24.00,97.00,167.00,1.01,0.00,1006.50,24.50,0.32
05/02/2025 21:00,24.00,97.00,179.65,0.85,0.00,1006.50,24.42,0.36
05/02/2025 21:01,24.00,97.00,121.45,1.67,0.00,1006.50,24.47,0.43
05/02/2025 21:02,24.00,97.00,276.45,1.35,0.00,1006.50,24.40,0.59
05/02/2025 21:03,24.00,97.00,152.40,0.92,0.00,1006.50,24.40,0.87
05/02/2025 21:04,24.00,97.00,202.30,1.26,0.00,1006.50,24.40,0.79
05/02/2025 21:05,24.00,97.00,121.70,1.24,0.00,1006.50,24.40,1.00
05/02/2025 21:06,24.00,97.00,86.35,1.19,0.00,1006.50,24.40,1.07
05/02/2025 21:07,24.00,97.00,121.30,1.58,0.00,1006.50,24.40,0.27
05/02/2025 21:08,24.00,97.00,74.75,1.23,0.00,1006.50,24.40,0.43
05/02/2025 21:09,24.00,97.00,155.10,1.39,0.00,1006.50,24.40,0.65
05/02/2025 21:10,24.00,97.00,310.75,1.35,0.00,251.62,24.40,0.54
05/02/2025 21:11,24.00,97.00,152.30,1.38,0.00,0.00,24.40,0.76
05/02/2025 21:12,24.00,97.00,184.95,1.74,0.00,0.00,24.40,1.01
05/02/2025 21:13,24.00,97.00,146.90,1.23,0.00,0.00,24.40,0.68
05/02/2025 21:14,24.00,97.00,230.00,1.21,0.00,855.68,24.40,0.75
05/02/2025 21:15,24.00,97.00,131.45,1.66,0.00,1006.70,24.40,1.03
05/02/2025 21:16,24.00,97.00,261.30,1.76,0.00,1006.76,24.40,0.94
05/02/2025 21:17,24.00,97.00,237.30,1.35,0.00,1006.80,24.40,0.56
05/02/2025 21:18,24.00,97.00,336.45,1.67,0.00,1006.83,24.40,0.75
05/02/2025 21:19,24.00,97.00,330.35,1.49,0.00,1006.90,24.40,0.63
05/02/2025 21:20,24.00,97.00,327.65,1.98,0.00,1006.90,24.40,0.69
05/02/2025 21:21,24.00,97.00,333.15,1.63,0.00,1006.90,24.40,0.52
05/02/2025 21:22,24.00,97.00,330.75,1.72,0.00,1007.00,24.40,0.79
05/02/2025 21:23,24.00,97.00,327.85,1.36,0.00,1007.00,24.40,0.56
05/02/2025 21:24,24.00,97.00,327.50,1.61,0.00,1007.00,24.40,0.69
05/02/2025 21:25,24.00,97.00,324.45,1.64,0.00,1007.00,24.40,0.45
05/02/2025 21:26,24.00,97.00,329.65,1.56,0.00,1007.00,24.40,0.78
05/02/2025 21:27,24.00,97.00,311.25,1.78,0.00,1007.00,24.37,0.71
05/02/2025 21:28,24.00,97.00,339.40,1.69,0.00,1007.04,24.30,0.86
05/02/2025 21:29,24.00,97.00,330.00,1.53,0.00,1007.10,24.31,0.79
05/02/2025 21:30,24.00,97.00,330.90,1.28,0.00,1007.10,24.30,0.57
05/02/2025 21:31,24.00,97.00,328.85,1.84,0.00,1007.10,24.30,0.60
05/02/2025 21:32,24.00,97.35,319.75,0.99,0.00,1007.10,24.31,0.21
05/02/2025 21:33,24.00,98.00,290.80,1.36,0.00,1007.10,24.30,0.55
05/02/2025 21:34,24.00,98.00,295.80,1.42,0.00,1007.10,24.30,0.51
05/02/2025 21:35,24.00,98.00,319.80,2.07,0.00,1007.10,24.30,0.77
05/02/2025 21:36,24.00,98.00,292.45,1.30,0.00,1007.10,24.30,0.87
05/02/2025 21:37,24.00,98.00,318.80,1.55,0.00,1007.10,24.30,0.66
05/02/2025 21:38,24.00,98.00,343.55,1.90,0.00,1007.10,24.30,0.98
05/02/2025 21:39,24.00,98.00,324.15,1.38,0.00,1007.10,24.30,0.76
05/02/2025 21:40,24.00,98.00,227.40,1.15,0.00,1007.10,24.30,0.48
05/02/2025 21:41,24.00,98.00,258.95,1.45,0.00,1007.10,24.30,0.86
05/02/2025 21:42,24.03,98.00,263.95,1.48,0.00,1007.10,24.30,0.67
05/02/2025 21:43,24.02,98.00,287.35,1.50,0.00,1007.10,24.30,0.65
05/02/2025 21:44,24.06,98.00,227.05,2.08,0.00,1007.17,24.30,0.92
05/02/2025 21:45,24.10,98.00,304.60,1.68,0.00,1007.17,24.30,1.01
05/02/2025 21:46,24.10,98.00,276.15,1.88,0.00,1007.20,24.30,0.94
05/02/2025 21:47,24.10,98.00,216.05,1.67,0.00,1007.19,24.30,0.85
05/02/2025 21:48,24.10,98.00,271.25,1.73,0.00,1007.20,24.30,0.79
05/02/2025 21:49,24.10,98.00,229.50,1.38,0.00,1007.20,24.30,1.05
05/02/2025 21:50,24.10,98.00,336.20,1.92,0.00,1007.20,24.30,0.86
05/02/2025 21:51,24.10,98.00,129.95,1.57,0.00,1007.20,24.30,1.07
05/02/2025 21:52,24.10,98.00,243.90,1.89,0.00,1007.20,24.30,0.96
05/02/2025 21:53,24.10,98.00,244.30,1.80,0.00,1007.20,24.30,1.06
05/02/2025 21:54,24.10,98.00,161.70,1.68,0.00,1007.20,24.30,0.77
05/02/2025 21:55,24.10,98.00,198.65,1.92,0.00,1007.20,24.30,0.76
05/02/2025 21:56,24.13,98.00,193.10,1.86,0.00,1007.20,24.30,0.97
05/02/2025 21:57,24.20,98.00,162.00,2.03,0.00,1007.20,24.30,1.35
05/02/2025 21:58,24.20,98.00,216.45,2.27,0.00,1007.20,24.30,1.47
05/02/2025 21:59,24.20,97.95,246.80,2.04,0.00,1007.20,24.30,1.27
05/02/2025 22:00,24.20,97.35,123.30,1.50,0.00,1007.20,24.30,1.01
05/02/2025 22:01,24.20,97.25,163.65,1.71,0.00,1007.20,24.30,1.45
05/02/2025 22:02,24.20,97.00,180.90,2.22,0.00,1007.19,24.30,1.56
05/02/2025 22:03,24.20,97.00,132.45,2.17,0.00,1007.10,24.30,1.40
05/02/2025 22:04,24.20,97.00,167.75,1.82,0.00,1007.10,24.30,1.27
05/02/2025 22:05,24.20,97.00,168.25,1.65,0.00,1007.11,24.30,1.10
05/02/2025 22:06,24.20,97.00,118.45,2.27,0.00,1007.12,24.30,1.08
05/02/2025 22:07,24.20,97.00,117.60,1.66,0.00,1007.20,24.30,0.60
05/02/2025 22:08,24.20,97.00,69.65,1.78,0.00,1007.20,24.30,0.95
05/02/2025 22:09,24.20,97.00,182.80,2.09,0.00,1007.15,24.30,1.19
05/02/2025 22:10,24.20,97.00,153.55,2.16,0.00,1007.11,24.30,1.34
05/02/2025 22:11,24.20,97.00,150.65,2.28,0.00,1007.16,24.30,1.26
05/02/2025 22:12,24.20,97.00,229.45,2.06,0.00,1007.20,24.30,1.32
05/02/2025 22:13,24.20,97.00,167.50,2.25,0.00,1007.20,24.30,1.26
05/02/2025 22:14,24.20,97.00,195.35,1.76,0.00,1007.20,24.28,1.15
05/02/2025 22:15,24.20,97.00,259.80,2.30,0.00,1007.20,24.23,1.18
05/02/2025 22:16,24.20,97.00,209.95,2.03,0.00,1007.20,24.30,1.02
05/02/2025 22:17,24.20,97.00,263.20,2.25,0.00,0.00,24.28,1.08
05/02/2025 22:18,24.20,97.00,194.35,2.48,0.00,0.00,24.24,1.56
05/02/2025 22:19,24.20,97.00,240.20,1.79,0.00,0.00,24.22,1.12
05/02/2025 22:20,24.20,97.00,244.75,1.68,0.00,906.57,24.20,1.01
05/02/2025 22:21,24.20,97.00,200.00,1.85,0.00,1007.30,24.20,1.11
05/02/2025 22:22,24.20,97.00,245.50,2.12,0.00,1007.30,24.20,1.23
05/02/2025 22:23,24.20,97.00,230.40,2.05,0.00,1007.30,24.20,1.17
05/02/2025 22:24,24.20,97.00,310.90,1.98,0.00,1007.30,24.20,0.98
05/02/2025 22:25,24.20,97.00,279.60,2.41,0.00,1007.30,24.20,1.39
05/02/2025 22:26,24.20,97.00,243.80,1.71,0.00,1007.30,24.20,0.98
05/02/2025 22:27,24.20,97.00,193.35,1.97,0.00,1007.30,24.20,0.94
05/02/2025 22:28,24.20,97.00,241.95,2.54,0.00,1007.30,24.20,1.66
05/02/2025 22:29,24.20,97.00,210.05,1.71,0.00,1007.30,24.20,0.97
05/02/2025 22:30,24.20,97.00,130.30,1.76,0.00,1007.30,24.20,0.91
05/02/2025 22:31,24.20,97.00,227.05,2.88,0.00,1007.30,24.20,1.64
05/02/2025 22:32,24.20,97.00,248.30,2.60,0.00,1007.35,24.20,1.51
05/02/2025 22:33,24.20,97.00,241.35,2.49,0.00,1007.40,24.20,1.38
05/02/2025 22:34,24.20,97.00,259.15,1.99,0.00,1007.40,24.20,1.13
05/02/2025 22:35,24.20,97.00,284.55,2.15,0.00,1007.41,24.20,0.93
05/02/2025 22:36,24.20,97.00,277.90,1.75,0.00,1007.50,24.20,0.90
05/02/2025 22:37,24.20,97.00,260.90,2.20,0.00,1007.50,24.20,1.13
05/02/2025 22:38,24.20,97.00,310.30,2.15,0.00,1007.50,24.20,1.11
05/02/2025 22:39,24.20,97.00,309.50,1.96,0.00,1007.58,24.20,1.24
05/02/2025 22:40,24.20,97.00,290.60,2.31,0.00,1007.60,24.20,1.37
05/02/2025 22:41,24.20,97.00,275.30,2.62,0.00,1007.60,24.20,1.27
05/02/2025 22:42,24.20,97.00,340.50,2.32,0.00,1007.60,24.20,1.56
05/02/2025 22:43,24.20,97.00,293.85,2.89,0.00,1007.64,24.18,2.02
05/02/2025 22:44,24.20,97.00,293.65,2.41,0.00,1007.70,24.11,1.28
05/02/2025 22:45,24.20,97.00,254.95,2.13,0.00,1007.70,24.17,1.31
05/02/2025 22:46,24.20,97.00,257.85,2.53,0.00,1007.70,24.12,1.65
05/02/2025 22:47,24.20,97.00,324.15,3.06,0.00,1007.70,24.10,1.58
05/02/2025 22:48,24.20,97.00,309.70,1.66,0.00,1007.70,24.10,1.15
05/02/2025 22:49,24.20,97.00,305.00,2.50,0.00,1007.70,24.10,1.15
05/02/2025 22:50,24.20,97.00,308.85,2.27,0.00,1007.70,24.10,1.28
05/02/2025 22:51,24.20,97.00,324.95,3.03,0.00,1007.70,24.10,1.80
05/02/2025 22:52,24.20,97.00,337.00,3.00,0.00,1007.70,24.10,1.70
05/02/2025 22:53,24.20,97.00,274.80,2.27,0.00,1007.70,24.10,1.61
05/02/2025 22:54,24.20,97.00,308.40,2.15,0.04,1007.71,24.10,1.84
05/02/2025 22:55,24.20,97.00,303.50,2.17,0.10,1007.80,24.10,1.10
05/02/2025 22:56,24.20,97.00,307.55,2.58,0.10,1007.80,24.10,1.72
05/02/2025 22:57,24.20,97.00,322.55,2.42,0.10,1007.80,24.10,1.39
05/02/2025 22:58,24.20,97.00,243.40,1.93,0.18,1007.80,24.10,0.95
05/02/2025 22:59,24.20,97.00,272.80,1.93,0.21,1007.80,24.10,1.17
05/02/2025 23:00,24.20,97.00,258.65,1.92,0.30,1007.80,24.10,0.79
05/02/2025 23:01,24.20,97.00,344.20,2.65,0.39,1007.80,24.10,1.52
05/02/2025 23:02,24.20,97.00,306.45,3.22,0.48,1007.80,24.10,1.45
05/02/2025 23:03,24.20,97.00,322.85,2.25,0.57,1007.90,24.10,1.36
05/02/2025 23:04,24.20,97.00,246.40,2.17,0.66,1007.89,24.10,1.24
05/02/2025 23:05,24.20,97.00,261.70,2.10,0.76,1007.90,24.10,1.35
05/02/2025 23:06,24.20,97.00,336.50,2.27,0.86,1007.84,24.10,1.24
05/02/2025 23:07,24.20,97.00,242.00,2.83,1.00,1007.90,24.10,1.06
05/02/2025 23:08,24.20,97.00,259.70,3.12,1.14,1007.88,24.10,1.71
05/02/2025 23:09,24.20,97.00,259.20,2.23,1.31,1007.90,24.10,1.70
05/02/2025 23:10,24.20,97.00,304.35,1.85,1.50,1007.90,24.10,1.22
05/02/2025 23:11,24.20,97.00,305.95,2.36,1.68,1007.90,24.10,1.31
05/02/2025 23:12,24.20,97.00,311.50,1.59,1.91,1007.90,24.10,0.71
05/02/2025 23:13,24.20,97.00,339.80,2.32,2.22,1007.90,24.10,1.12
05/02/2025 23:14,24.20,97.00,258.55,2.04,2.58,1007.90,24.10,1.09
05/02/2025 23:15,24.20,97.00,257.20,2.41,2.98,1007.90,24.10,1.51
05/02/2025 23:16,24.20,97.00,229.60,2.34,3.39,1007.90,24.10,1.58
05/02/2025 23:17,24.20,97.00,309.70,1.58,3.79,1007.90,24.10,0.90
05/02/2025 23:18,24.20,97.00,306.70,1.94,4.20,1007.90,24.10,1.05
05/02/2025 23:19,24.20,97.00,341.65,2.16,4.63,1007.90,24.10,1.26
05/02/2025 23:20,24.20,97.00,308.85,1.71,5.10,1007.90,24.10,1.07
05/02/2025 23:21,24.20,97.00,292.90,1.73,5.61,1007.90,24.10,1.04
05/02/2025 23:22,24.20,97.00,254.40,1.47,6.15,1007.90,24.10,0.86
05/02/2025 23:23,24.20,97.00,276.75,1.85,6.66,554.34,24.10,0.82
05/02/2025 23:24,24.20,97.00,271.90,1.76,7.23,0.00,24.10,0.74
05/02/2025 23:25,24.20,97.00,242.70,1.69,7.81,0.00,24.10,0.93
05/02/2025 23:26,24.20,97.00,278.80,2.11,8.39,0.00,24.10,1.19
05/02/2025 23:27,24.20,97.00,239.45,2.05,9.08,503.95,24.10,1.47
05/02/2025 23:28,24.20,97.00,196.90,1.60,9.81,1007.90,24.10,0.97
05/02/2025 23:29,24.20,97.00,212.60,1.45,10.59,1007.90,24.10,0.67
05/02/2025 23:30,24.20,97.00,181.60,1.36,11.45,1007.90,24.10,0.94
05/02/2025 23:31,24.20,97.00,196.45,1.32,12.25,1007.90,24.10,0.45
05/02/2025 23:32,24.20,97.00,121.05,1.62,13.07,1007.90,24.10,0.69
05/02/2025 23:33,24.20,97.00,90.30,1.31,13.85,1007.90,24.10,0.86
05/02/2025 23:34,24.20,97.00,199.10,1.98,14.70,1007.90,24.10,0.82
05/02/2025 23:35,24.20,97.00,132.70,1.91,15.71,1007.90,24.10,1.09
05/02/2025 23:36,24.20,97.00,194.45,2.07,16.57,1007.90,24.10,1.23
05/02/2025 23:37,24.20,97.00,181.85,1.92,17.49,1007.90,24.10,1.17
05/02/2025 23:38,24.20,97.00,174.80,1.53,18.45,1007.90,24.10,1.13
05/02/2025 23:39,24.20,97.00,169.30,1.57,19.40,1007.90,24.10,0.88
05/02/2025 23:40,24.20,97.00,150.20,1.52,20.33,1007.90,24.10,0.85
05/02/2025 23:41,24.20,97.00,149.15,1.64,21.29,1008.00,24.10,0.93
05/02/2025 23:42,24.20,97.00,168.05,2.01,22.25,1008.00,24.10,0.91
05/02/2025 23:43,24.20,97.00,277.85,1.42,23.24,1008.00,24.10,0.86
05/02/2025 23:44,24.20,97.00,200.15,1.75,24.23,1008.00,24.10,0.93
05/02/2025 23:45,24.20,97.00,181.80,1.61,25.26,1008.00,24.11,1.18
05/02/2025 23:46,24.20,97.00,97.30,0.97,26.30,1008.00,24.12,0.82
05/02/2025 23:47,24.20,97.00,181.90,1.82,27.35,1008.00,24.11,1.00
05/02/2025 23:48,24.20,97.00,146.30,1.39,28.38,1008.00,24.19,0.95
05/02/2025 23:49,24.20,97.00,230.45,1.49,29.48,1008.00,24.20,0.82
05/02/2025 23:50,24.29,97.00,175.30,1.43,30.63,1008.00,24.20,0.68
05/02/2025 23:51,24.30,97.00,136.95,1.36,31.74,1008.00,24.20,0.58
05/02/2025 23:52,24.30,97.00,71.60,1.26,32.90,1008.00,24.18,0.13
05/02/2025 23:53,24.30,97.00,168.90,1.31,34.09,1008.00,24.19,0.60
05/02/2025 23:54,24.30,97.00,185.50,1.01,35.19,1008.00,24.19,0.90
05/02/2025 23:55,24.30,97.00,163.15,1.44,36.26,1008.00,24.20,0.92
05/02/2025 23:56,24.30,97.00,76.30,1.11,37.30,1008.05,24.20,0.94
05/02/2025 23:57,24.30,97.00,194.65,1.60,38.30,1008.10,24.20,0.99
05/02/2025 23:58,24.30,97.00,199.95,1.93,39.36,1008.10,24.20,1.14
05/02/2025 23:59,24.30,97.00,122.25,1.01,40.47,1008.10,24.20,0.65
06/02/2025 00:00,24.30,97.00,152.30,1.62,41.60,1008.10,24.20,0.63
06/02/2025 00:01,24.30,97.00,164.40,2.12,42.79,1008.10,24.20,0.98
06/02/2025 00:02,24.30,97.00,58.35,0.94,43.98,1008.10,24.20,0.76
06/02/2025 00:03,24.30,97.00,185.65,1.38,45.11,1008.10,24.23,0.18
06/02/2025 00:04,24.30,97.00,211.65,1.80,46.10,1008.10,24.30,1.24
06/02/2025 00:05,24.30,97.00,289.40,2.08,47.01,1008.10,24.30,1.19
06/02/2025 00:06,24.30,97.00,304.50,1.97,47.80,1008.14,24.30,1.50
06/02/2025 00:07,24.30,97.00,267.10,1.68,48.44,1008.20,24.30,1.18
06/02/2025 00:08,24.30,97.00,200.70,1.61,49.13,1008.20,24.30,0.85
06/02/2025 00:09,24.30,97.00,175.95,1.12,50.23,1008.20,24.30,1.02
06/02/2025 00:10,24.30,97.00,134.35,1.97,51.45,1008.20,24.30,0.97
06/02/2025 00:11,24.30,97.00,182.35,1.78,52.84,1008.20,24.30,1.12
06/02/2025 00:12,24.30,97.00,145.00,1.73,54.37,1008.20,24.30,0.92
06/02/2025 00:13,24.33,97.00,213.60,2.11,55.75,1008.21,24.30,1.44
06/02/2025 00:14,24.37,97.00,117.85,1.61,57.55,1008.24,24.30,0.92
06/02/2025 00:15,24.40,97.00,228.95,1.34,59.51,1008.24,24.30,0.89
06/02/2025 00:16,24.40,97.00,159.40,1.15,61.94,1008.22,24.34,0.51
06/02/2025 00:17,24.40,97.00,243.50,1.86,64.90,1008.24,24.39,1.07
06/02/2025 00:18,24.40,97.00,243.00,1.38,67.12,1008.30,24.40,1.13
06/02/2025 00:19,24.40,97.00,331.85,1.52,70.31,1008.30,24.40,0.77
06/02/2025 00:20,24.40,97.00,322.70,2.24,74.89,1008.30,24.40,1.30
06/02/2025 00:21,24.40,97.00,325.60,1.82,79.09,1008.30,24.40,1.11
06/02/2025 00:22,24.40,97.00,278.35,1.93,82.67,1008.30,24.40,1.31
06/02/2025 00:23,24.40,97.00,262.65,1.54,86.28,1008.30,24.40,0.89
06/02/2025 00:24,24.46,97.00,330.50,1.93,88.58,1008.30,24.40,0.96
06/02/2025 00:25,24.50,97.00,212.70,1.26,87.89,1008.30,24.40,0.94
06/02/2025 00:26,24.50,97.00,229.45,1.49,89.21,1008.30,24.40,0.73
06/02/2025 00:27,24.50,97.00,317.85,1.90,92.49,1008.30,24.43,0.90
06/02/2025 00:28,24.50,97.00,270.45,2.23,98.09,1008.30,24.50,1.31
06/02/2025 00:29,24.50,97.00,210.55,2.34,102.87,1008.30,24.50,1.52
06/02/2025 00:30,24.50,97.00,317.10,2.15,113.84,403.32,24.50,1.11
06/02/2025 00:31,24.51,97.00,299.80,1.85,128.38,0.00,24.50,1.50
06/02/2025 00:32,24.60,97.00,331.20,1.73,139.38,0.00,24.52,1.10
06/02/2025 00:33,24.60,97.00,270.30,1.42,149.27,0.00,24.60,0.56
06/02/2025 00:34,24.60,97.00,333.05,2.07,159.20,907.56,24.60,1.17
06/02/2025 00:35,24.60,96.70,304.35,2.33,166.07,1008.40,24.60,1.40
06/02/2025 00:36,24.60,96.05,307.85,1.93,175.55,1008.41,24.67,1.52
06/02/2025 00:37,24.67,96.00,184.22,2.03,181.47,1008.40,24.70,1.39
06/02/2025 00:38,24.70,96.00,316.60,1.82,187.65,1008.40,24.76,0.88
06/02/2025 00:39,24.70,96.00,273.05,1.35,185.20,1008.40,24.80,0.85
06/02/2025 00:40,24.73,96.00,212.00,1.87,178.70,1008.36,24.80,1.28
06/02/2025 00:41,24.80,96.00,223.63,2.18,178.89,1008.30,24.79,1.33
06/02/2025 00:42,24.80,96.00,336.40,1.87,177.87,1008.30,24.77,1.42
06/02/2025 00:43,24.80,96.00,338.35,1.55,183.36,1008.30,24.84,1.35
06/02/2025 00:44,24.80,95.90,149.10,1.13,185.03,1008.30,24.90,0.83
06/02/2025 00:45,24.81,95.00,286.06,1.96,192.91,1008.30,24.90,0.85
06/02/2025 00:46,24.90,95.40,88.95,1.73,205.18,1008.30,24.95,1.22
06/02/2025 00:47,24.90,95.50,199.85,1.87,212.35,1008.30,24.99,1.38
06/02/2025 00:48,24.90,95.00,230.83,1.62,211.27,1008.30,25.01,1.02
06/02/2025 00:49,24.99,95.00,333.95,2.67,202.75,1008.31,25.10,1.42
06/02/2025 00:50,24.92,95.00,341.40,2.06,230.47,1008.39,25.10,1.38
06/02/2025 00:51,24.98,95.00,299.42,2.17,227.44,1008.40,25.10,1.33
06/02/2025 00:52,25.00,95.00,275.45,2.55,205.18,1008.40,25.10,1.56
06/02/2025 00:53,25.00,95.00,178.35,1.82,182.61,1008.41,25.10,1.29
06/02/2025 00:54,25.03,94.30,196.70,1.81,175.32,1008.50,25.18,1.19
06/02/2025 00:55,25.10,94.25,325.90,2.00,169.10,1008.50,25.19,1.59
06/02/2025 00:56,25.10,94.00,285.05,1.66,196.25,1008.50,25.20,1.14
06/02/2025 00:57,25.12,94.30,266.40,1.47,150.22,1008.50,25.20,1.16
06/02/2025 00:58,25.20,94.70,258.80,1.85,132.10,1008.50,25.20,1.29
06/02/2025 00:59,25.10,94.00,312.53,2.41,131.64,1008.55,25.20,1.29
06/02/2025 01:00,25.16,94.00,327.25,2.20,132.93,1008.60,25.20,1.31
06/02/2025 01:01,25.20,94.00,302.25,2.68,134.48,1008.60,25.20,1.59
06/02/2025 01:02,25.20,93.11,337.68,2.78,138.75,1008.60,25.21,1.49
06/02/2025 01:03,25.12,93.00,288.65,2.43,143.84,1008.60,25.20,1.64
06/02/2025 01:04,25.20,93.00,286.50,2.63,162.44,1008.60,25.30,1.57
06/02/2025 01:05,25.20,93.00,320.00,2.83,190.69,1008.60,25.30,1.60
06/02/2025 01:06,25.20,93.00,284.90,1.90,198.38,1008.60,25.30,1.49
06/02/2025 01:07,25.20,93.00,340.80,2.59,200.97,1008.60,25.30,1.78
06/02/2025 01:08,25.20,93.00,328.15,2.62,244.30,1008.60,25.35,1.56
06/02/2025 01:09,25.25,93.10,328.30,2.54,314.31,1008.60,25.40,1.44
06/02/2025 01:10,25.30,93.65,323.40,3.70,285.82,1008.60,25.40,1.88
06/02/2025 01:11,25.30,93.00,282.65,2.73,264.77,1008.63,25.47,1.64
06/02/2025 01:12,25.31,92.75,319.55,2.28,304.36,1008.64,25.50,1.47
06/02/2025 01:13,25.43,93.40,325.10,2.93,354.56,1008.66,25.51,1.77
06/02/2025 01:14,25.50,93.35,328.05,2.54,280.67,1008.70,25.54,1.73
06/02/2025 01:15,25.50,92.80,328.00,3.63,244.53,1008.71,25.55,2.23
06/02/2025 01:16,25.50,92.00,328.60,3.35,279.30,1008.70,25.64,1.67
06/02/2025 01:17,25.56,92.00,327.25,3.70,294.26,1008.74,25.65,1.89
06/02/2025 01:18,25.60,92.00,336.70,3.00,194.20,1008.80,25.64,1.56
06/02/2025 01:19,25.60,91.55,295.35,2.79,147.02,1008.75,25.63,1.85
06/02/2025 01:20,25.60,91.00,288.00,2.45,174.00,1008.70,25.70,1.82
06/02/2025 01:21,25.62,91.00,268.85,2.04,172.19,1008.79,25.70,1.26
06/02/2025 01:22,25.70,91.00,321.15,2.32,122.94,1008.80,25.70,1.30
06/02/2025 01:23,25.70,91.00,336.10,2.81,108.59,1008.80,25.70,1.48
06/02/2025 01:24,25.70,91.00,337.50,2.25,154.23,1008.80,25.70,1.43
06/02/2025 01:25,25.70,91.00,302.18,2.75,175.48,1008.89,25.70,1.88
06/02/2025 01:26,25.70,90.33,282.50,3.06,185.13,1008.90,25.72,2.18
06/02/2025 01:27,25.70,90.65,340.00,3.43,178.14,1008.90,25.80,2.16
06/02/2025 01:28,25.70,90.00,333.70,3.69,184.36,1008.90,25.80,2.20
06/02/2025 01:29,25.70,90.00,326.70,2.46,190.16,1008.90,25.80,1.39
06/02/2025 01:30,25.70,90.75,321.35,3.90,178.46,1008.90,25.80,1.88
06/02/2025 01:31,25.70,90.45,319.05,4.68,182.67,1008.90,25.80,2.53
06/02/2025 01:32,25.70,90.05,323.55,3.59,161.94,1008.90,25.73,2.15
06/02/2025 01:33,25.73,91.00,330.15,3.01,146.72,1008.90,25.71,1.81
06/02/2025 01:34,25.70,91.00,324.35,4.15,129.33,1008.90,25.77,2.16
06/02/2025 01:35,25.70,90.20,329.40,3.26,151.57,1008.90,25.70,2.19
06/02/2025 01:36,25.70,90.00,327.70,2.70,177.67,908.01,25.79,1.66
06/02/2025 01:37,25.80,90.00,300.05,3.00,196.08,50.45,25.80,1.83
06/02/2025 01:38,25.80,90.00,253.85,2.92,225.65,0.00,25.85,1.52
06/02/2025 01:39,25.80,90.00,336.75,2.68,279.94,0.00,25.96,1.88
06/02/2025 01:40,25.80,90.00,297.50,1.74,357.08,201.78,26.00,1.32
06/02/2025 01:41,25.84,90.00,284.16,2.44,315.29,1009.00,26.00,1.46
06/02/2025 01:42,25.90,90.30,318.85,2.13,299.98,1009.00,26.04,1.21
06/02/2025 01:43,26.00,91.90,323.45,2.57,340.50,1009.00,26.12,1.49
06/02/2025 01:44,26.05,91.80,321.65,3.40,358.34,1009.00,26.15,2.10
06/02/2025 01:45,26.10,91.40,321.30,2.56,277.48,1009.00,26.20,1.72
06/02/2025 01:46,26.16,90.45,306.10,2.35,242.17,1009.00,26.28,1.35
06/02/2025 01:47,26.20,91.00,306.60,2.95,194.77,1009.00,26.20,1.40
06/02/2025 01:48,26.21,90.00,324.30,3.22,154.92,1009.01,26.13,1.65
06/02/2025 01:49,26.30,89.55,336.80,3.88,164.11,1009.10,26.26,2.61
06/02/2025 01:50,26.30,88.65,326.20,3.82,163.93,1009.10,26.30,2.51
06/02/2025 01:51,26.30,88.95,318.50,3.58,158.24,1009.10,26.30,1.79
06/02/2025 01:52,26.30,88.30,318.05,3.92,143.77,1009.10,26.30,2.24
06/02/2025 01:53,26.30,88.25,328.60,3.09,122.00,1009.20,26.21,1.85
06/02/2025 01:54,26.30,88.00,320.15,3.98,140.78,1009.20,26.30,1.88
06/02/2025 01:55,26.30,88.50,316.45,3.45,169.41,1009.20,26.30,1.51
06/02/2025 01:56,26.30,89.00,314.50,4.27,194.93,1009.20,26.34,2.02
06/02/2025 01:57,26.30,89.40,332.00,2.75,177.71,1009.20,26.28,1.76
06/02/2025 01:58,26.30,88.55,321.40,2.94,165.59,1009.20,26.30,1.66
06/02/2025 01:59,26.30,89.50,329.40,2.33,167.18,1009.20,26.32,1.52
06/02/2025 02:00,26.30,89.25,321.10,2.47,198.84,1009.20,26.40,1.20
06/02/2025 02:01,26.30,88.30,336.05,2.46,301.84,1009.20,26.52,1.41
06/02/2025 02:02,26.37,88.00,328.40,2.03,383.87,1009.20,26.60,1.41
06/02/2025 02:03,26.40,89.50,320.70,3.33,312.12,1009.27,26.60,1.45
06/02/2025 02:04,26.46,89.10,317.60,3.87,255.34,1009.30,26.60,1.84
06/02/2025 02:05,26.49,88.45,328.40,3.35,241.24,1009.30,26.60,1.93
06/02/2025 02:06,26.50,87.30,330.20,3.00,196.04,1009.30,26.60,1.69
06/02/2025 02:07,26.50,87.45,324.25,3.16,174.22,1009.30,26.60,1.82
06/02/2025 02:08,26.50,88.00,314.05,4.18,207.26,1009.30,26.60,1.86
06/02/2025 02:09,26.50,87.75,316.60,4.37,257.54,1009.38,26.64,2.06
06/02/2025 02:10,26.50,87.35,318.80,4.10,298.64,1009.40,26.70,2.10
